"paper_id","scope","intersection_directness","contribution_type","pipeline_position","provisional_snn_role","task_application","cross_cutting_topics","emergent_code","taxonomy_use","abstract_basis","pdf_trigger_question","confidence","annotator","review_status","review_note"
"ICML2025-0323","event_camera_only","single_axis","inference_method;event_representation;neuron_or_dynamics","event stream → continuous-coupled neural dynamics and wavelet analysis → conventional classifier","not_applicable","event-camera object classification","robustness_or_attack;temporal_modeling;generalization","chaotic_ccnn_event_encoding","representative_method;boundary_case","The framework encodes contrast-change event streams with a continuous-coupled neural network and analyzes periodic/chaotic dynamics before conventional classification. CCNN is continuous rather than a discrete spiking-neuron SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High abstract and official ICML description: CCNN is a continuous-coupled dynamical encoder for event streams and is integrated with conventional classifiers; it does not establish discrete SNN computation."
"CVPR2025-1504","out_of_scope","neither_axis","inference_method;training_or_conversion;hardware_or_deployment","low-resolution image → compact conditioned diffusion model → super-resolved image on mobile hardware","not_applicable","on-device image super-resolution","training;efficiency;hardware_or_deployment","none","exclude_candidate","Edge-SD-SR is a low-latency diffusion model for conventional image super-resolution on mobile hardware. It has no event-camera or SNN axis.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-2274","out_of_scope","neither_axis","inference_method","audio video and text features → semantic graph alignment → audiovisual event label and interval","not_applicable","audio-visual event localization","temporal_modeling;representation_learning","none","exclude_candidate","AVEL concerns audible and visible semantic events in ordinary video and uses a graph network. It is unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-1096","snn_only","single_axis","inference_method;event_representation;training_or_conversion","3D point cloud → dynamic encoding and Spiking Mamba blocks → point-cloud prediction","not_applicable","point-cloud classification and segmentation","training;efficiency;temporal_modeling","spiking_point_mamba","representative_method;boundary_case","SPM is a Mamba-based SNN for conventional 3D point clouds with asymmetric SNN-ANN pretraining. No event-camera or DVS input is mentioned.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2025-3019","out_of_scope","neither_axis","dataset_or_benchmark","planning states and actions → asynchronous LLM-agent reasoning → benchmark task completion","not_applicable","LLM-agent planning","dataset_or_evaluation;temporal_modeling","none","exclude_candidate","Robotouille benchmarks parallel and sequential planning by LLM agents. Asynchronous task execution does not supply either an event-camera or SNN axis.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-3419","event_camera_only","single_axis","inference_method;event_representation","blurred image plus event stream → learnable 3D Gaussian event aggregation and two-stage fusion → sharp image","not_applicable","event-based motion deblurring","temporal_modeling;representation_learning","task_oriented_gaussian_event_representation","representative_method","The method learns task-oriented Gaussian kernels over event-camera coordinates and fuses local and global motion features for deblurring. No SNN is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-1714","core_intersection","event_specific_training_analysis","analysis_or_robustness","DVS binary images plus victim SNN → potential-dependent surrogate gradients and sparse perturbations → attacked predictions","not_applicable","adversarial attack on event-driven SNNs","robustness_or_attack;temporal_modeling","sparse_dynamic_dvs_attack","cross_cutting_evidence","The attack is explicitly designed for SNN surrogate gradients and binary DVS images and is evaluated on CIFAR10DVS. It changes attack and analysis rather than the inference SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"ECCV2024-1138","out_of_scope","neither_axis","training_or_conversion","text prompts → asynchronous diffusion score distillation → generated 3D content","not_applicable","text-to-3D synthesis","training;efficiency;generalization","none","exclude_candidate","Asynchronous Score Distillation shifts diffusion timesteps during text-to-3D training. It has no event-camera input or SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-0246","out_of_scope","neither_axis","survey_or_theory","distributed training samples → asynchronous SGD analysis → stability and generalization bounds","not_applicable","distributed optimization analysis","training;generalization","none","exclude_candidate","The paper derives generalization bounds for asynchronous stochastic gradient descent. Asynchrony is computational and unrelated to event cameras or SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-1099","out_of_scope","neither_axis","inference_method;training_or_conversion;dataset_or_benchmark","text prompt → Pasta-Lang asynchronous decoding interpreter → parallel language output","not_applicable","language-model decoding","training;efficiency","none","exclude_candidate","Pasta-Lang parallelizes ordinary autoregressive language-model decoding and supplies an instruction dataset. It contains neither event-camera data nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-1760","snn_only","single_axis","inference_method;neuron_or_dynamics","brain-region activity and connectivity → spiking graph Transformer plus liquid-state module → diagnosis","not_applicable","brain-disorder diagnosis","robustness_or_attack;representation_learning;generalization","local_global_spiking_brain_graph","representative_method;boundary_case","LGC-SGT uses spike-based global computation and a liquid-state local pathway for brain-disorder diagnosis. Its inputs are brain measurements rather than event-camera data.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-1638","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","low-light image plus temporal-mapping events → illumination estimation and reflectance enhancement → enhanced image","not_applicable","low-light image enhancement","training;efficiency;dataset_or_evaluation;temporal_modeling","temporal_mapping_event_illumination","representative_method;dataset_or_evaluation","RetinEV converts event-camera timestamps under controlled transmittance modulation into illumination cues and contributes EvLowLight. No SNN computation is described.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-3401","core_intersection","method_coupled","inference_method;neuron_or_dynamics","event frames/streams → BSA spiking self-attention backbone → event-based tracking boxes","task_network","classification segmentation and tracking","efficiency;temporal_modeling;representation_learning","bipolar_spiking_self_attention","taxonomy_anchor;representative_method","BSA replaces spiking self-attention with ternary bipolar interactions and Shiftmax, and its event-tracking evaluation uses FE108, FELT, and VisEvent event-camera data.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High official supplementary experiment: event tracking uses FE108, FELT, and VisEvent event-camera datasets; BSA is a spiking Transformer backbone in the tracking path."
"ICML2024-1366","snn_only","single_axis","inference_method;analysis_or_robustness","time-series values → SNN temporal encoding and forecasting framework → future values","not_applicable","time-series forecasting","efficiency;temporal_modeling","spiking_time_series_forecasting","representative_method;boundary_case","The proposed SNN framework forecasts conventional time-series benchmarks and analyzes temporal dependencies. No event-camera or DVS relation is visible.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-2511","event_camera_only","single_axis","inference_method;event_representation","event projections → analytical depth motion and directional expansion refinement → 3D motion","not_applicable","unsupervised 3D motion estimation","training;temporal_modeling;generalization","directional_event_expansion_motion","representative_method","The method derives optical flow and motion-in-depth from event-camera projections under contrast maximization. No SNN computation is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ECCV2024-0069","event_camera_only","single_axis","inference_method;event_representation;hardware_or_deployment","stereo events plus sparse LiDAR depth → hallucinated missing events → dense stereo depth","not_applicable","event-based stereo depth","hardware_or_deployment;temporal_modeling","lidar_guided_event_hallucination","representative_method","Sparse LiDAR hints are used to hallucinate absent events for stereo event-camera depth estimation. The fusion method does not use an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-0022","out_of_scope","neither_axis","training_or_conversion","image-text training trajectories → asynchronous matching and prototype mining → distilled multimodal dataset","not_applicable","multimodal dataset distillation","training;efficiency;representation_learning","none","exclude_candidate","AMD asynchronously matches image and text optimization trajectories for dataset distillation. It is unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2024-1565","snn_only","single_axis","neuron_or_dynamics;training_or_conversion;survey_or_theory","pretrained ANN activations → sign-gradient neuronal dynamics → low-timestep converted SNN","not_applicable","ANN-to-SNN conversion","conversion;efficiency;temporal_modeling","sign_gradient_neuronal_dynamics","cross_cutting_evidence","The work maps integrate-and-fire dynamics to subgradient optimization and introduces signGD neuronal dynamics for ANN-to-SNN conversion. No event-camera or DVS dataset is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-0641","core_intersection","method_coupled","inference_method;event_representation;neuron_or_dynamics","raw event-camera stream → LIF Event Attention and event-aware state-space memory → recognition output","event_interface","event-by-event object or action recognition","efficiency;temporal_modeling;generalization","lif_event_attention_adaptive_memory","taxonomy_anchor;representative_method","FLAME uses LIF dynamics to extract multi-timescale features directly from asynchronous event-camera streams before structured memory processing. The spiking component forms the event interface.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"NeurIPS2025-3833","out_of_scope","neither_axis","inference_method","mixed medical finance or remote-sensing records → autoregressive Transformer and typed heads → next event attributes","not_applicable","mixed-type event-sequence modeling","temporal_modeling","none","exclude_candidate","The events are heterogeneous records such as procedures and laboratory measurements modeled by a temporal point process. They are not event-camera data and no SNN is involved.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-0082","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","event point cloud → sparse segmentation and correlation loss → tiny UAV detections","not_applicable","event-based tiny-object detection","training;efficiency;dataset_or_evaluation;temporal_modeling","event_pointcloud_tiny_object_segmentation","representative_method;dataset_or_evaluation","EV-UAV supplies a large event-camera anti-UAV benchmark and EV-SpSegNet exploits motion curves in sparse event point clouds. Sparse segmentation is not an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-0897","core_intersection","benchmark_only","training_or_conversion;analysis_or_robustness","static or DVS input → temporal mutual-information regularization → robust SNN prediction","not_applicable","adversarial robustness","training;robustness_or_attack;temporal_modeling","temporal_mutual_information_robustness","cross_cutting_evidence","TMI regularizes SNN temporal representations and is evaluated on DVS-CIFAR10 alongside static datasets. It changes robustness training rather than inference-network functionality.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2026-2308","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","RGB frames plus asynchronous events → transient temporal and reliability-weighted fusion → point tracks","not_applicable","tracking any point","robustness_or_attack;dataset_or_evaluation;temporal_modeling","transient_asynchronous_event_frame_fusion","representative_method;dataset_or_evaluation","TAPFormer continuously updates frame features with event-camera data and contributes a real frame-event tracking dataset. The Transformer is not described as spiking.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-4283","event_camera_only","single_axis","event_representation;dataset_or_benchmark","UAV RGB event and LiDAR data → timestamp alignment and event-rendering supervision → reconstructed 3D scene","not_applicable","large-scale UAV 3D reconstruction","training;robustness_or_attack;dataset_or_evaluation;temporal_modeling","geometry_aligned_event_uav_dataset","cross_cutting_evidence;dataset_or_evaluation","SkyEvents provides multimodal UAV data and event-oriented alignment and rendering losses for 3D reconstruction. No SNN computation is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-3232","snn_only","single_axis","neuron_or_dynamics;training_or_conversion;hardware_or_deployment","static task input or ANN → learnable multi-threshold dynamics and optional conversion → SNN prediction","not_applicable","general SNN inference","training;conversion;efficiency;hardware_or_deployment;temporal_modeling","learnable_multihierarchical_threshold","representative_method;cross_cutting_evidence","LM-HT dynamically regulates input current and membrane leakage and supports low-latency ANN-to-SNN conversion and hardware reparameterization. No event-camera or DVS evidence is given.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-0640","event_camera_only","single_axis","inference_method;event_representation;training_or_conversion;dataset_or_benchmark","event stream → event encoder aggregator and language adapter → generated description or reasoning answer","not_applicable","event-stream language understanding","training;dataset_or_evaluation;temporal_modeling;representation_learning;generalization","event_language_adapter_training","representative_method;cross_cutting_evidence;dataset_or_evaluation","EventGPT progressively aligns event-camera features with an LLM using synthetic and real instruction data and a new benchmark. No SNN is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-0097","core_intersection","benchmark_only","inference_method","static or DVS input → block-wise spatial-temporal spiking attention → Transformer prediction","task_network","visual classification","efficiency;temporal_modeling","blockwise_spatiotemporal_spiking_attention","representative_method;boundary_case","STAtten changes the inference attention of Spiking Transformers and is evaluated on CIFAR10-DVS and N-Caltech101 as well as static datasets. Event-camera relevance is benchmark-level.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2026-0891","out_of_scope","neither_axis","inference_method;training_or_conversion","mesh tokens → asynchronous reinforcement-learning optimization → quadrilateral mesh","not_applicable","artist-style 3D mesh generation","training;efficiency;generalization","none","exclude_candidate","Mesh-Pro uses asynchronous online reinforcement learning for 3D generation. It contains neither event-camera input nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-0965","out_of_scope","neither_axis","inference_method;dataset_or_benchmark;hardware_or_deployment","multi-view spike-camera streams → dense initialization and spike-pixel constraints → dynamic Gaussian scene","not_applicable","high-speed dynamic-scene rendering","hardware_or_deployment;dataset_or_evaluation;temporal_modeling","none","boundary_case;exclude_candidate","Spike4DGS uses photon-integrating spike-camera arrays and 4D Gaussian Splatting with new datasets. A spike camera is not automatically an event camera and no SNN is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-5608","event_camera_only","single_axis","inference_method;event_representation;training_or_conversion","event-camera stream → path-selective aggregation and state-space scan → recognition output","not_applicable","event-based object and action recognition","training;efficiency;temporal_modeling;generalization","path_selective_event_ssm","representative_method;cross_cutting_evidence","PASS adaptively aggregates event-camera streams and uses state-space models to generalize across event lengths and inference frequencies. It does not claim spiking-neuron computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2025-1006","snn_only","single_axis","inference_method;neuron_or_dynamics","time-series values → dual-compartment TS-LIF dynamics → forecasts","not_applicable","time-series forecasting","robustness_or_attack;temporal_modeling","dual_compartment_temporal_lif","representative_method;boundary_case","TS-LIF separates frequency processing across dendritic and somatic compartments for conventional time-series forecasting. No event-camera or DVS relationship is visible.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-4027","out_of_scope","neither_axis","dataset_or_benchmark","information-extraction event structures → multi-hop questions and explanations → benchmark answers","not_applicable","event-centric question answering","dataset_or_evaluation","none","exclude_candidate","MEQA concerns semantic events extracted from text and evaluates language-model reasoning. It is unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2024-2342","core_intersection","benchmark_only","training_or_conversion;analysis_or_robustness;hardware_or_deployment","static or DVS input → quantized SNN under bit-budget allocation → predictions and energy analysis","not_applicable","energy-efficient visual inference","efficiency;hardware_or_deployment","bit_budget_snn_quantization","boundary_case;cross_cutting_evidence","The paper relates SNN time steps to activation bit widths and proposes Bit Budget/S-ACE efficiency analysis, evaluated on static and neuromorphic datasets including DVS benchmarks. It does not introduce an event-specific inference module.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High official CVPR paper: the neuromorphic experiments include CIFAR10-DVS and DVS-Gesture; Bit Budget remains a general SNN efficiency/quantization analysis."
"ICLR2024-1522","snn_only","single_axis","inference_method;training_or_conversion","pretrained Transformer → spatial and temporal approximation → converted event-driven SNN","not_applicable","zero-shot image classification","conversion;efficiency;hardware_or_deployment;temporal_modeling","training_free_spiking_transformer_conversion","cross_cutting_evidence","The method converts a pretrained CLIP Vision Transformer into an SNN with temporal-corrective attention for neuromorphic deployment. No event-camera or DVS data are identified.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-1982","snn_only","single_axis","inference_method;neuron_or_dynamics","image features → localized charge-fire-reset attention → Spiking Transformer prediction","not_applicable","edge visual inference","efficiency;hardware_or_deployment","charge_fire_reset_attention","representative_method;boundary_case","LRF-Dyn approximates localized self-attention with spiking-neuron charge-fire-reset dynamics to reduce inference memory. The abstract provides no event-camera or DVS relation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ECCV2024-1843","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","noisy event-camera stream → event-by-event Transformer denoising → cleaned events","not_applicable","event denoising","robustness_or_attack;dataset_or_evaluation;temporal_modeling","transformer_event_by_event_denoising","representative_method;dataset_or_evaluation","EDformer models spatiotemporal correlations for event-camera denoising and ED24 supplies real noise data across illumination levels. The model is a Transformer rather than an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-2680","snn_only","single_axis","inference_method;event_representation","long time-series patches → spike-domain Fourier selection → forecasts","not_applicable","long-term time-series prediction","efficiency;temporal_modeling","spiking_fourier_time_series","representative_method;boundary_case","SpikF is an attention-free SNN that performs frequency selection on conventional long-term forecasting datasets. No event-camera or DVS input is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-1940","event_camera_only","single_axis","inference_method;training_or_conversion","paired RGB and sparse events → dense-to-sparse feature distillation and consistency → monocular depth","not_applicable","event-based monocular depth estimation","training;temporal_modeling;representation_learning;generalization","dense_to_sparse_event_depth_distillation","representative_method;cross_cutting_evidence","EventDAM distills RGB depth-foundation features into an event-domain model and enforces consistency across event sparsity levels. No SNN is described.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2024-1666","out_of_scope","neither_axis","inference_method","ordinary image plus visual or language prompt → dense prompt fusion → segmentation mask","not_applicable","interactive image segmentation","efficiency","none","exclude_candidate","SegNext provides low-latency prompted segmentation for conventional images. It contains neither event-camera data nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-2156","out_of_scope","neither_axis","inference_method;training_or_conversion","asynchronous dataflow graph → dual learned placement policies → device assignments","not_applicable","dataflow device placement","training;efficiency","none","exclude_candidate","DOPPLER assigns operations to devices in asynchronous computing systems. It is unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-4502","out_of_scope","neither_axis","inference_method","LiDAR scans plus frame-camera context → 2D spatial temporal and cross-modal coding → compressed point clouds","not_applicable","LiDAR compression","efficiency;temporal_modeling","none","exclude_candidate","RangeCM compresses LiDAR point clouds using ordinary camera context and neural coding. Low latency does not establish either event-camera or SNN relevance.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-0948","out_of_scope","neither_axis","inference_method","histology and gene profiles → prognostic slot decomposition → cancer survival prediction","not_applicable","multimodal cancer survival analysis","robustness_or_attack;efficiency;representation_learning","none","exclude_candidate","Structural prognostic events are latent biological patterns represented by slots. They are neither event-camera measurements nor spiking neural computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ECCV2024-0932","event_camera_only","single_axis","inference_method;event_representation;training_or_conversion","event-camera coordinates and measurements → event-generation PDE-supervised implicit representation → intensity video","not_applicable","event-to-video reconstruction","training;efficiency;temporal_modeling","event_generation_pde_inr","representative_method;cross_cutting_evidence","EvINR solves an event-generation equation with a coordinate MLP whose temporal derivatives are supervised by events. The implicit neural representation is not an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-3584","event_camera_only","single_axis","inference_method;event_representation","low-light frames plus event streams → event-assisted Retinex 3D Gaussian model → normal-light radiance field","not_applicable","low-light scene enhancement and reconstruction","efficiency;temporal_modeling","event_retinex_gaussian_splatting","representative_method","eRetinexGS combines event-camera cues with Retinex decomposition inside a 3D Gaussian Splatting pipeline. No SNN computation is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-3224","snn_only","single_axis","training_or_conversion;analysis_or_robustness","heterogeneous training batches → dominant singular gradient deflation → robust SNN","not_applicable","robust SNN training","training;robustness_or_attack;generalization","dominant_singular_gradient_deflation","cross_cutting_evidence","DSD projects dominant SNN gradient components to reduce heterogeneous-training vulnerability. It changes training robustness and has no stated event-camera relation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2024-2406","event_camera_only","single_axis","training_or_conversion","paired RGB and event embeddings → pivotal-token feature distillation → adapted event segmentation model","not_applicable","event-stream object segmentation","training;robustness_or_attack;representation_learning;generalization","pivotal_token_event_sam_adaptation","representative_method;cross_cutting_evidence","EventSAM distills RGB SAM features into event-domain token embeddings for robust segmentation. No SNN or spiking-neuron computation is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2024-0704","event_camera_only","single_axis","inference_method;hardware_or_deployment;survey_or_theory","event camera plus coded optical mask → information-optimal PSF measurement → 3D point track","not_applicable","3D localization and tracking","hardware_or_deployment","coded_optics_event_tracking","representative_method;boundary_case","CodedEvents derives localization limits and designs optical phase or amplitude masks for contrast-change event cameras. The implicit representation used for mask design is not an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-1071","snn_only","single_axis","inference_method;neuron_or_dynamics;survey_or_theory","graph on a Riemannian manifold → manifold-valued spiking neurons → node prediction","not_applicable","graph learning","efficiency;temporal_modeling","manifold_valued_spiking_gnn","representative_method;boundary_case","MSG defines spiking neurons on Riemannian manifolds and relates their dynamics to a manifold ODE solver on common graphs. No event-camera or DVS data are present.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-2582","out_of_scope","neither_axis","analysis_or_robustness;survey_or_theory","Markov-chain transitions → temporal-difference estimator → rare-event value estimate","not_applicable","rare-event reinforcement-learning prediction","efficiency;temporal_modeling","none","exclude_candidate","Rare events are low-probability transitions studied in reinforcement-learning policy evaluation. The work has no event-camera or SNN axis.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-1367","snn_only","single_axis","neuron_or_dynamics","task input → heterogeneous synaptic-current integration → SNN output","not_applicable","pattern generation speech and visual recognition","robustness_or_attack;efficiency;temporal_modeling;generalization","heterogeneous_synaptic_timescales","representative_method;boundary_case","HetSynLIF equips SNN synapses with distinct decay constants for multi-timescale temporal integration across non-event-camera tasks. No DVS dataset is named.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2025-0522","snn_only","single_axis","inference_method;neuron_or_dynamics;training_or_conversion;hardware_or_deployment","static visual input → quantized spike-driven attention and information-enhanced LIF → prediction","not_applicable","visual inference","training;efficiency;hardware_or_deployment;representation_learning","bilevel_quantized_spiking_transformer","representative_method;cross_cutting_evidence","QSD-Transformer combines information-enhanced LIF dynamics with distillation to preserve quantized spiking attention on ImageNet. No event-camera or DVS relation is visible.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
