paper_id,title,year,venue,survey_role,survey_topics,survey_reason,advisor_role,advisor_topics,advisor_reason,reading_status,evidence_source,needs_pdf_check
NeurIPS2025-4822,Rethinking Scale-Aware Temporal Encoding for Event-based Object Detection,2025,NeurIPS,background,detection;temporal_modeling;representation_slicing,Scale-aware recurrent event detection gives strong non-spiking temporal architecture background.,discussion,grouping_sampling;task_generalization;scalability_efficiency,Early multi-scale temporal encoding is a useful Event Cloud comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-1514,S$^2$NN: Sub-bit Spiking Neural Networks,2025,NeurIPS,background,architecture;efficiency_hardware,Sub-bit SNN compression is generic deployment background without event-camera data.,watch,hardware;scalability_efficiency;snn_hybrid,It is adjacent edge-deployment work.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-1437,SPACE: SPike-Aware Consistency Enhancement for Test-Time Adaptation in Spiking Neural Networks,2025,NeurIPS,background,robustness_open_challenges;learning,Spike-aware test-time adaptation is generic SNN robustness background without event-camera evidence.,watch,snn_hybrid;task_generalization,Adaptation is adjacent generalization inspiration.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-3455,Spiking Neural Networks Need High-Frequency Information,2025,NeurIPS,background,architecture;temporal_modeling,Frequency bias in spiking neurons is important generic SNN representation background without event-camera data.,method_chain,frequency;snn_hybrid,Its high-frequency analysis directly intersects SECNet's frequency-aware design rationale.,survey_core;advisor_required,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-5334,STEP: A Unified Spiking Transformer Evaluation Platform for Fair and Reproducible Benchmarking,2025,NeurIPS,background,architecture;efficiency_hardware;datasets_benchmarks;robustness_open_challenges,"STEP is essential benchmarking background for fair Spiking Transformer and energy claims, including event datasets but not an event-specific method.",discussion,hardware;scalability_efficiency;snn_hybrid;datasets,Its standardized evaluation and energy model are directly useful for a future SNN extension.,survey_core,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-3720,Synergy Between the Strong and the Weak: Spiking Neural Networks are Inherently Self-Distillers,2025,NeurIPS,background,learning;temporal_modeling,Timestep self-distillation is generic SNN training background without event-camera integration.,watch,snn_hybrid,It is adjacent training inspiration.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-1159,Talk2Event: Grounded Understanding of Dynamic Scenes from Event Cameras,2025,NeurIPS,exclude,,Event-language grounding broadens event vision but does not support the strict SNN intersection.,watch,datasets;task_generalization,It is only a distant semantic-task expansion signal.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-2601,Toward Relative Positional Encoding in Spiking Transformers,2025,NeurIPS,background,architecture;temporal_modeling,Relative positional encoding supports generic Spiking Transformer sequence modeling without event cameras.,watch,snn_hybrid;ssm_mamba_memory,It is adjacent long-sequence architecture work.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-1206,Unveiling the Spatial-temporal Effective Receptive Fields of Spiking Neural Networks,2025,NeurIPS,background,architecture;temporal_modeling,"ST-ERF provides useful analysis of generic SNN long-sequence modeling and dense tasks, without event-camera input.",discussion,snn_hybrid;ssm_mamba_memory;task_generalization,Its diagnostic framework can assess temporal receptive fields in a hybrid extension.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-4086,V2V: Scaling Event-Based Vision through Efficient Video-to-Voxel Simulation,2025,NeurIPS,background,datasets_benchmarks;representation_slicing;robustness_open_challenges,"V2V is important event-side data scaling and voxel-simulation background, but non-spiking.",method_chain,datasets;scalability_efficiency;task_generalization,Large-scale efficient event simulation directly supports SECNet scaling and generalization experiments.,survey_core,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
CVPR2024-0453,3D Feature Tracking via Event Camera,2024,CVPR,background,tracking;datasets_benchmarks,"Event-camera 3D feature tracking and E-3DTrack can contextualize tracking tasks and non-SNN baselines, but the method contains no spiking computation.",exclude,,"The stereo tracking and hypergraph solver do not connect materially to SECNet's Event Cloud, scalable backbone, frequency, or SNN/hybrid method chain.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1880,A Simple and Effective Point-based Network for Event Camera 6-DOFs Pose Relocalization,2024,CVPR,background,representation_slicing;pose_depth_segmentation;efficiency_hardware,"PEPNet is a non-spiking point/Event Cloud baseline that clarifies direct sparse-event input, temporal modeling, and lightweight comparison for SNN-event methods.",method_chain,event_cloud_point;grouping_sampling;scalability_efficiency;task_generalization,This advisor-group PEPNet paper is a direct predecessor in point-based Event Cloud processing and lightweight temporal modeling relevant to SECNet and its TPAMI extension.,advisor_required,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-2342,Are Conventional SNNs Really Efficient? A Perspective from Network Quantization,2024,CVPR,background,efficiency_hardware;robustness_open_challenges,"The Bit Budget comparison between SNNs and quantized ANNs is useful for evaluating energy claims fairly, but it is generic SNN work rather than an event-camera integration paper.",watch,scalability_efficiency;hardware;snn_hybrid,"Its fairness framework for SNN/ANN efficiency may inform evaluation of a future efficient extension, although it is not part of the SECNet architecture chain.",survey_core,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1533,Efficient Meshflow and Optical Flow Estimation from Event Cameras,2024,CVPR,background,pose_depth_segmentation;efficiency_hardware;robustness_open_challenges,EEMFlow supplies an efficient non-SNN event optical-flow baseline and helps expose an application gap where SNN-event methods remain limited.,exclude,,"The encoder-decoder meshflow method is not sufficiently close to SECNet's representation, grouping/sampling, or frequency-based scalable backbone.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0876,eTraM: Event-based Traffic Monitoring Dataset,2024,CVPR,background,detection;datasets_benchmarks;robustness_open_challenges,"eTraM is a substantial event-camera detection benchmark useful for task and dataset context, but it contributes no SNN architecture.",watch,datasets;task_generalization,"The long-duration real-world traffic benchmark may be useful when discussing broader deployment/generalization, though it is not a direct SECNet method-chain paper.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0529,Event Stream-based Visual Object Tracking: A High-Resolution Benchmark Dataset and A Novel Baseline,2024,CVPR,background,tracking;datasets_benchmarks;learning,EventVOT and its event-only distilled tracker provide an important high-resolution non-SNN tracking benchmark and comparison point for spiking event trackers.,watch,datasets;task_generalization;scalability_efficiency,"High-resolution event-only tracking and multimodal-to-event distillation may inform scalability and downstream validation, but are not direct SECNet components.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0094,EventDance: Unsupervised Source-free Cross-modal Adaptation for Event-based Object Recognition,2024,CVPR,background,representation_slicing;learning;classification_recognition,"EventDance supplies event-specific cross-modal adaptation and multi-representation learning context, useful when contrasting how SNN-event models are trained, but it is non-spiking.",watch,task_generalization;snn_hybrid,"Its source-free image-to-event adaptation is a possible generalization idea, although it is not a direct SECNet predecessor or architectural match.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0588,EventEgo3D: 3D Human Motion Capture from Egocentric Event Streams,2024,CVPR,background,pose_depth_segmentation;representation_slicing;robustness_open_challenges,"EventEgo3D demonstrates an event-only pose task, LNES representation, and real-time deployment gap that can contextualize absent or emerging SNN solutions.",watch,task_generalization;datasets,"The new egocentric event task and dataset may be useful for discussing extension breadth, but its LNES pose architecture is not method-chain central.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0112,ExACT: Language-guided Conceptual Reasoning and Uncertainty Estimation for Event-based Action Recognition and More,2024,CVPR,background,representation_slicing;classification_recognition;learning,ExACT's adaptive event representation and temporal-semantic reasoning provide a strong non-SNN recognition baseline for comparison with spiking event recognition.,discussion,event_cloud_point;task_generalization;scalability_efficiency,Adaptive filtering of redundant events and action-recognition evidence offer concrete representation and efficiency questions for an expanded SECNet.,retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-2446,Frequency-aware Event-based Video Deblurring for Real-World Motion Blur,2024,CVPR,background,reconstruction_restoration;temporal_modeling;datasets_benchmarks,The frequency-aware event deblurring method supplies non-SNN temporal/frequency and real-data context for hybrid or spiking restoration papers.,discussion,frequency;task_generalization;datasets,Its explicit frequency-based cross-modal feature enhancement and long-range temporal motivation are directly relevant discussion material for SECNet's frequency modules.,advisor_required,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-2039,Generalized Event Cameras,2024,CVPR,background,event_to_spike;robustness_open_challenges;efficiency_hardware,Generalized event generation at the sensor level is useful for discussing what information event-driven SNN pipelines receive and the limits of conventional brightness-change events.,watch,hardware;event_cloud_point;scalability_efficiency,"Near-sensor event design could affect future input representation and deployment, but it is an adjacent sensor contribution rather than a direct model extension.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1586,HPL-ESS: Hybrid Pseudo-Labeling for Unsupervised Event-based Semantic Segmentation,2024,CVPR,background,learning;pose_depth_segmentation;robustness_open_challenges,"HPL-ESS is a useful non-SNN example of event-label scarcity, reconstruction-derived pseudo labels, and domain adaptation for dense prediction.",watch,task_generalization;datasets,"Its hybrid pseudo-labeling may inspire annotation-efficient extension experiments, but it is not a direct SECNet representation or backbone method.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-2319,Latency Correction for Event-guided Deblurring and Frame Interpolation,2024,CVPR,background,event_to_spike;reconstruction_restoration;robustness_open_challenges,"Sensor latency variability and correction are relevant limitations for any temporally precise SNN-event pipeline, although the proposed restoration method is non-spiking.",watch,task_generalization;event_cloud_point,"Timestamp fidelity may matter to Event Cloud processing and long-sequence modeling, but this calibration method is adjacent rather than method-chain central.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0028,LED: A Large-scale Real-world Paired Dataset for Event Camera Denoising,2024,CVPR,background,datasets_benchmarks;event_to_spike;robustness_open_challenges,"LED provides a major real event-denoising dataset and a LIF-based baseline, useful for noise and preprocessing discussion, but SNN is auxiliary rather than the paper's main contribution.",watch,datasets;polarity;snn_hybrid,"Real event noise and the LIF baseline may inform robust input processing, while remaining outside the direct SECNet backbone chain.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1568,LEOD: Label-Efficient Object Detection for Event Cameras,2024,CVPR,background,detection;learning;datasets_benchmarks,LEOD supplies strong event-specific label-efficient detection and temporal-consistency context for comparing how spiking detectors are trained.,watch,task_generalization;scalability_efficiency,"Label-efficient scaling to larger event detectors is potentially useful for downstream extension experiments, but not a direct representation contribution.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1232,OpenESS: Event-based Semantic Scene Understanding with Open Vocabularies,2024,CVPR,background,learning;pose_depth_segmentation;classification_recognition,OpenESS provides non-SNN foundation-model distillation and annotation-efficient event learning context relevant to future SNN-event training comparisons.,watch,task_generalization;snn_hybrid,"Cross-modal CLIP transfer is a possible extension idea, though it does not directly advance Event Cloud grouping or frequency modeling.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1902,Scene Adaptive Sparse Transformer for Event-based Object Detection,2024,CVPR,background,detection;efficiency_hardware;representation_slicing,SAST is a strong non-SNN sparse event-detector baseline for evaluating whether spiking detection gains persist against adaptive sparse Transformers.,discussion,scalability_efficiency;grouping_sampling;task_generalization,Scene-adaptive token/window sparsification provides a concrete scalability comparator and possible adaptive-computation direction for SECNet.,retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-0940,Seeing Motion at Nighttime with an Event Camera,2024,CVPR,background,reconstruction_restoration;event_to_spike;robustness_open_challenges,"Nighttime event timestamp distortion and reconstruction provide useful input-quality and robustness context for SNN-event systems, though the network is non-spiking.",watch,datasets;task_generalization;event_cloud_point,"RLED and timestamp calibration may support robustness/generalization discussion, but the restoration network is not a direct SECNet method contribution.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-2406,Segment Any Event Streams via Weighted Adaptation of Pivotal Tokens,2024,CVPR,background,learning;pose_depth_segmentation;classification_recognition,"EventSAM provides a non-SNN foundation-model adaptation baseline for event segmentation and representation alignment, relevant to training comparisons rather than the intersection core.",watch,task_generalization;snn_hybrid,"Pivotal-token distillation may inspire cross-modal extension, but the method does not directly address Event Cloud grouping or scalable frequency processing.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-2179,SFOD: Spiking Fusion Object Detector,2024,CVPR,anchor,architecture;detection;learning;efficiency_hardware;event_to_spike,"SFOD is a direct SNN-event detector with multiscale spiking fusion, event-specific decoding/loss analysis, and concrete detection and efficiency evidence central to the survey.",discussion,snn_hybrid;scalability_efficiency;task_generalization,Its spiking multiscale fusion and event-detector evaluation provide a concrete SNN extension and comparison direction for the advisor's lightweight event backbone.,survey_core,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1901,SpikingResformer: Bridging ResNet and Vision Transformer in Spiking Neural Networks,2024,CVPR,background,architecture;efficiency_hardware,"SpikingResformer is a strong generic SNN architecture and energy baseline, but it does not primarily process event-camera data.",watch,snn_hybrid;scalability_efficiency,"Its local/global spiking architecture and scaling design may inform an SNN branch, though it is not a direct Event Cloud predecessor.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1053,State Space Models for Event Cameras,2024,CVPR,background,temporal_modeling;detection;robustness_open_challenges,The event-camera SSM establishes frequency-robust temporal memory as a non-spiking comparator for SNN state dynamics and deployment at varying event windows.,method_chain,ssm_mamba_memory;scalability_efficiency;task_generalization,"It is a direct event-camera state-space predecessor relevant to long-context modeling, frequency robustness, and the EventMamba/SECNet method chain.",survey_core;advisor_required,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
CVPR2024-1718,TTA-EVF: Test-Time Adaptation for Event-based Video Frame Interpolation via Reliable Pixel and Sample Estimation,2024,CVPR,background,learning;reconstruction_restoration;robustness_open_challenges,"Test-time adaptation under event-camera domain shift is relevant training and deployment background, but TTA-EVF itself is non-spiking.",watch,task_generalization,"Continuous domain adaptation is a possible generalization direction for future experiments, not a direct method-chain component.",retained_reference,official abstract; 01-papers-by-conference/CVPR2024/abc-reviewed.csv,no
ECCV2024-0096,Asynchronous Bioplausible Neuron for Spiking Neural Networks for Event-Based Vision,2024,ECCV,background,architecture;learning;efficiency_hardware,ABN contributes a general adaptive spiking-neuron mechanism and neuromorphic benchmark evidence; it informs neuron design but is not an event-camera-specific pipeline.,discussion,snn_hybrid;scalability_efficiency,Dynamic homeostatic firing and claimed power reduction offer a concrete neuron-level extension question for an SNN version of the advisor backbone.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0858,BKDSNN: Enhancing the Performance of Learning-based Spiking Neural Networks Training with Blurred Knowledge Distillation,2024,ECCV,background,learning;architecture,"BKDSNN supplies generic SNN knowledge-distillation context for closing ANN-SNN accuracy gaps, but event-camera data are not the core method concern.",watch,snn_hybrid,"ANN-to-SNN feature distillation may inform a hybrid extension, though it has no direct Event Cloud or frequency relation.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0606,CMTA: Cross-Modal Temporal Alignment for Event-guided Video Deblurring,2024,ECCV,background,reconstruction_restoration;temporal_modeling;datasets_benchmarks,"CMTA supplies a non-SNN event deblurring baseline for cross-modal temporal alignment and long-range aggregation, useful when comparing hybrid/spiking restoration methods.",watch,task_generalization;ssm_mamba_memory,Its intra/inter-frame temporal design is adjacent long-context evidence but not a direct Event Cloud or frequency method-chain paper.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1631,DailyDVS-200: A Comprehensive Benchmark Dataset for Event-Based Action Recognition,2024,ECCV,background,classification_recognition;datasets_benchmarks;robustness_open_challenges,DailyDVS-200 is a major action-recognition benchmark needed to evaluate spiking event-recognition claims and dataset coverage.,method_chain,datasets;task_generalization,This advisor-related benchmark directly supports SECNet and the group's action-recognition evaluation chain.,survey_core,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1168,EAS-SNN: End-to-End Adaptive Sampling and Representation for Event-based Detection with Recurrent Spiking Neural Networks,2024,ECCV,anchor,event_to_spike;representation_slicing;architecture;temporal_modeling;learning;detection;efficiency_hardware,"EAS-SNN directly couples recurrent spiking dynamics to adaptive event sampling and detection, with dedicated spike-aware training and efficiency evidence spanning several core survey questions.",discussion,grouping_sampling;snn_hybrid;scalability_efficiency;task_generalization,Its learnable SNN sampler and potential regularization offer concrete adaptive-sampling and SNN integration ideas for a scalable Event Cloud extension.,survey_core,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1843,EDformer: Transformer-Based Event Denoising Across Varied Noise Levels,2024,ECCV,background,event_to_spike;robustness_open_challenges;datasets_benchmarks,"ED24 and event-by-event denoising provide input-noise and robustness context for downstream SNN-event pipelines, but EDformer itself is non-spiking.",watch,datasets;event_cloud_point;task_generalization,"Noise-level robustness may matter to raw Event Cloud deployment, while the Transformer denoiser is not method-chain central.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1591,Efficient Learning of Event-based Dense Representation using Hierarchical Memories with Adaptive Update,2024,ECCV,background,representation_slicing;temporal_modeling;pose_depth_segmentation;efficiency_hardware,Hierarchical adaptive memories provide a strong non-SNN event-by-event dense-representation comparator for SNN state/memory and latency claims.,discussion,ssm_mamba_memory;scalability_efficiency;event_cloud_point;task_generalization,"Its unstructured set input, hierarchical latent memories, and data-adaptive updates are directly relevant alternatives for SECNet scalability and long-context extension.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0564,Efficient Training of Spiking Neural Networks with Multi-Parallel Implicit Stream Architecture,2024,ECCV,background,learning;temporal_modeling;efficiency_hardware,"MPIS-SNN supplies generic memory-efficient implicit SNN training context, but its event-camera involvement is limited to benchmark data rather than method design.",watch,snn_hybrid;scalability_efficiency,"Implicit equilibrium training could matter if adding a trainable SNN branch, though it is not tied to Event Cloud processing.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0732,Event Camera Data Dense Pre-training,2024,ECCV,background,learning;representation_slicing;pose_depth_segmentation,Event-specific self-supervised dense pre-training is useful for the survey's learning section and as a non-SNN baseline for sparse event features.,discussion,task_generalization;event_cloud_point;datasets,Event-only pre-training and contextual patch grouping offer concrete representation-learning and transfer questions for a broader SECNet backbone.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0903,Event Trojan: Asynchronous Event-based Backdoor Attacks,2024,ECCV,background,robustness_open_challenges;event_to_spike,"Event Trojan establishes event-stream-specific backdoor threats that can support the limitations section, but it does not center on attacking SNN dynamics.",exclude,,Backdoor trigger construction is outside the intended SECNet representation and efficiency extension discussion.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1102,Event-based Head Pose Estimation: Benchmark and Method,2024,ECCV,background,pose_depth_segmentation;datasets_benchmarks;temporal_modeling,The HPE datasets and non-SNN spatiotemporal network provide task coverage and comparison evidence for future spiking event-pose methods.,watch,datasets;task_generalization,"Head-pose benchmarks could broaden downstream evaluation, but the ESTF/EMPA method is not a direct SECNet predecessor.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1740,Exploring Vulnerabilities in Spiking Neural Networks: Direct Adversarial Attacks on Raw Event Data,2024,ECCV,included,robustness_open_challenges;event_to_spike;representation_slicing,"This paper directly attacks SNNs through raw event data while preserving event sparsity, making it important coverage for integration-specific security even though it is not a main architecture anchor.",exclude,,Adversarial event optimization does not currently offer a direct SECNet/TPAMI method-chain extension.,survey_core,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0945,"FARSE-CNN: Fully Asynchronous, Recurrent and Sparse Event-Based CNN",2024,ECCV,background,architecture;temporal_modeling;efficiency_hardware;representation_slicing,FARSE-CNN is a strong fully asynchronous sparse non-SNN comparator that tests whether SNN event processing offers benefits beyond specialized recurrent sparse ANNs.,discussion,scalability_efficiency;ssm_mamba_memory;event_cloud_point,Its event-by-event sparse recurrence and compression modules provide concrete architectural and complexity comparisons for a scalable SECNet extension.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1083,Finding Meaning in Points: Weakly Supervised Semantic Segmentation for Event Cameras,2024,ECCV,background,learning;pose_depth_segmentation;robustness_open_challenges,"EV-WSSS supplies event-specific weak supervision and temporal dual-path learning context for dense tasks, but the model is non-spiking.",watch,task_generalization;datasets,"Sparse annotation and temporal reversal may inspire transfer experiments, though they are not central to the advisor method chain.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1361,FTBC: Forward Temporal Bias Correction for Optimizing ANN-SNN Conversion,2024,ECCV,background,learning;architecture;efficiency_hardware,"FTBC is useful generic ANN-SNN conversion background for temporal bias and low-overhead conversion, but it has no event-camera-specific method design.",watch,snn_hybrid;scalability_efficiency,"Forward-only conversion correction may be useful if exploring an SNN deployment branch, but it is not tied to Event Cloud processing.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0537,Integer-Valued Training and Spike-driven Inference Spiking Neural Network for High-performance and Energy-efficient Object Detection,2024,ECCV,included,architecture;learning;detection;efficiency_hardware,"SpikeYOLO supplies important SNN detection, conversion, and Gen1 efficiency coverage; its method is broadly SNN-oriented rather than event-specific, so it supports but does not anchor the integration taxonomy.",discussion,snn_hybrid;scalability_efficiency;task_generalization,Integer-valued training and spike-driven detection offer a concrete high-performance SNN comparison and possible downstream extension.,survey_core,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0794,Motion Aware Event Representation-driven Image Deblurring,2024,ECCV,background,representation_slicing;temporal_modeling;reconstruction_restoration,Its order-sensitive event accumulation and multi-timescale recurrence provide non-SNN representation and temporal baselines for spiking restoration methods.,discussion,event_cloud_point;ssm_mamba_memory;task_generalization,Motion-aware event representation and local/global recurrence offer concrete alternatives for temporal encoding in an expanded SECNet.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1884,Physical-Based Event Camera Simulator,2024,ECCV,background,event_to_spike;datasets_benchmarks;robustness_open_challenges,"PECS is useful for discussing simulation fidelity and synthetic event data used to train or evaluate SNN-event systems, but it is not a spiking model.",watch,datasets;task_generalization,"A high-fidelity simulator could support extension experiments, while remaining outside the SECNet method chain.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1737,REDIR: Refocus-free Event-based De-occlusion Image Reconstruction,2024,ECCV,included,architecture;temporal_modeling;reconstruction_restoration;learning,"REDIR integrates an SNN block with spatiotemporal attention for pure-event de-occlusion reconstruction, providing hybrid reconstruction coverage beyond classification and detection.",watch,snn_hybrid;task_generalization,"Its SNN attention block and unusual reconstruction task may inspire hybrid extensions, but it is not a direct representation predecessor.",survey_core,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0932,Revisit Event Generation Model: Self-Supervised Learning of Event-to-Video Reconstruction with Implicit Neural Representations,2024,ECCV,background,event_to_spike;learning;reconstruction_restoration,"EvINR supplies a physically grounded non-SNN reconstruction baseline based directly on the event-generation equation, useful for contrasting learned spike representations.",watch,event_cloud_point;task_generalization,Direct modeling of the event-generation process may inform representation analysis but is not a close SECNet architecture match.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1778,Spike-Temporal Latent Representation for Energy-Efficient Event-to-Video Reconstruction,2024,ECCV,anchor,event_to_spike;representation_slicing;architecture;temporal_modeling;reconstruction_restoration;efficiency_hardware,"STLR is a direct cascaded-SNN event-to-video method whose voxel temporal coding, optimization-inspired spike encoder, decoder, and energy comparison make it a central reconstruction anchor.",discussion,snn_hybrid;frequency;scalability_efficiency;task_generalization,Its temporal latent coding and lightweight spike-driven reconstruction provide concrete SNN integration and efficiency ideas for extending the advisor backbone.,survey_core,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1484,Spiking Wavelet Transformer,2024,ECCV,background,architecture;temporal_modeling;efficiency_hardware,"SWformer supplies generic frequency-aware spiking architecture and neuromorphic benchmark context, but it is not designed around event-camera input processing.",discussion,wavelet_time_frequency;frequency;snn_hybrid;scalability_efficiency,Frequency-aware spike token mixing and negative-spike dynamics are directly relevant conceptual comparisons for SECNet's frequency modules and possible SNN extension.,advisor_required,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-0927,Temporal Residual Guided Diffusion Framework for Event-Driven Video Reconstruction,2024,ECCV,exclude,,The diffusion event-video reconstruction framework is non-spiking and redundant with more directly useful restoration background and SNN reconstruction anchors.,watch,frequency;ssm_mamba_memory;task_generalization,"Its temporal/frequency conditioning may be worth monitoring, but the diffusion pipeline is not a priority discussion item.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-2228,Temporal-Mapping Photography for Event Cameras,2024,ECCV,background,event_to_spike;efficiency_hardware;robustness_open_challenges,"EvTemMap changes event generation and readout through hardware, useful for discussing sensor-to-SNN information interfaces and assumptions.",watch,hardware;event_cloud_point;datasets,"Alternative event sensing and temporal mapping could affect future input representations, though it is not a direct SECNet model contribution.",retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ECCV2024-1328,Towards Robust Event-based Networks for Nighttime via Unpaired Day-to-Night Event Translation,2024,ECCV,background,learning;robustness_open_challenges;event_to_spike,"Day-to-night event translation provides event-specific domain-shift and data-generation context for robustness of SNN-event systems, while remaining non-spiking.",discussion,frequency;task_generalization;datasets,Wavelet-based event translation and temporal contrastive learning offer concrete nighttime generalization and frequency-related extension questions.,retained_reference,official abstract; 01-papers-by-conference/ECCV2024/abc-reviewed.csv,no
ICLR2024-0193,A Progressive Training Framework for Spiking Neural Networks with Learnable Multi-hierarchical Model,2024,ICLR,background,architecture;temporal_modeling;learning,"LM-H and progressive training provide generic neuron-memory and gradient context that may explain SNN temporal learning, but are not event-camera-specific.",discussion,snn_hybrid;ssm_mamba_memory;scalability_efficiency,Learnable historical/current information control and online training offer concrete temporal-neuron ideas for an SNN extension.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0730,Adaptive deep spiking neural network with global-local learning via balanced excitatory and inhibitory mechanism,2024,ICLR,background,learning;efficiency_hardware,EIHL is generic SNN training evaluated on DVS-CIFAR10; it supports learning/sparsity background but does not address event-stream processing.,watch,snn_hybrid;scalability_efficiency,"Hybrid local/global learning may be relevant to an SNN branch, while lacking direct Event Cloud connection.",retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
